Serial No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
1690,Mercedes-Benz GLE 350d,"San Antonio, TX",2018,40129,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,111917.65 USD,70.8
1691,Mercedes-Benz M-Class ML 350 CDI,"San Antonio, TX",2012,51000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5.0,,22.25
1692,Hyundai Grand i10 1.2 Kappa Sportz,"Los Angeles, CA",2018,10393,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7788.24 USD,6.03
1693,Skoda Superb Elegance 1.8 TSI AT,"San Antonio, TX",2011,46000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.9
1694,Hyundai i10 Sportz AT,"New York, NY",2013,21000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.96
1695,Hyundai i20 1.4 CRDi Asta,"San Antonio, TX",2011,113562,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.6
1696,Mahindra Scorpio VLX,"San Jose, CA",2011,100010,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,5.5
1697,Honda Brio V MT,"San Antonio, TX",2013,63107,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.25
1698,Hyundai i20 1.2 Magna Executive,"Philadelphia, PA",2017,58500,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.25
1699,Ford Endeavour 4x2 XLT Limited Edition,"Houston, TX",2007,90000,Diesel,Manual,Fourth & Above,10.9 kmpl,2499 CC,143 bhp,7.0,,3.0
1700,Hyundai Verna CRDi SX,"San Diego, CA",2011,108242,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,4.25
1701,Toyota Fortuner 3.0 Diesel,"Los Angeles, CA",2011,146300,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,12.25
1702,BMW X1 sDrive20d,"Houston, TX",2011,62943,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5.0,,10.95
1703,Toyota Fortuner 4x2 AT,"Chicago, IL",2013,65000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,16.5
1704,Honda Amaze V CVT Petrol,"Dallas, TX",2018,1700,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.76 bhp,5.0,11105.88 USD,7.8
1705,Hyundai i10 Era 1.1,"New York, NY",2013,34697,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.7
1706,Hyundai i20 1.2 Sportz,"Dallas, TX",2012,58000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.0
1707,BMW 3 Series 320d GT Luxury Line,"San Jose, CA",2015,32500,Diesel,Automatic,First,19.59 kmpl,1995 CC,187.74 bhp,5.0,,26.75
1708,Audi Q3 35 TDI Quattro Premium Plus,"Dallas, TX",2016,58661,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5.0,57223.53 USD,28.03
1709,Maruti Swift VXI Optional,"New York, NY",2017,37124,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.44
1710,Maruti Baleno Delta Automatic,"Philadelphia, PA",2017,44000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.2
1711,Hyundai Accent GLE,"New York, NY",2005,45200,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,,0.9
1712,Maruti Ritz LXi,"New York, NY",2016,11000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3.95
1713,Tata Nano Lx,"San Antonio, TX",2011,65000,Petrol,Manual,Second,26.0 kmpl,624 CC,35 bhp,4.0,,0.44
1714,Ford Figo Diesel EXI,"Chicago, IL",2012,55005,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.75
1715,Volkswagen Passat Diesel Highline 2.0 TDI,"San Diego, CA",2011,81650,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,7.5
1716,Fiat Linea Emotion Pack (Diesel),"San Diego, CA",2010,160000,Diesel,Manual,Second,19.0 kmpl,1248 CC,93 bhp,5.0,,2.5
1717,Mahindra Xylo D4,"Houston, TX",2015,169000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,13752.94 USD,5.0
1718,Maruti Wagon R VXI,"Los Angeles, CA",2013,67263,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.6
1719,Toyota Etios G Safety,"New York, NY",2012,44223,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5.0,,3.99
1720,Hyundai Grand i10 Sportz,"New York, NY",2015,36840,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.64
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,"Phoenix, AZ",2014,160000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,12.0
1722,Tata Indica V2 DLS TC,"Philadelphia, PA",2008,133000,Diesel,Manual,First,16.8 kmpl,1405 CC,62 bhp,5.0,,0.7
1723,BMW 3 Series 320d Sport Line,"San Diego, CA",2015,69123,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,19.0
1724,Ford Endeavour 3.2 Titanium AT 4X4,"San Antonio, TX",2017,38000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7.0,,30.48
1725,Maruti Ciaz Zeta,"New York, NY",2017,5500,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5.0,13070.59 USD,8.2
1726,Ford Figo 1.5D Titanium Plus MT,"Los Angeles, CA",2015,1001,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,,7.55
1727,Chevrolet Aveo U-VA 1.2 LS,"Philadelphia, PA",2007,59000,Petrol,Manual,Third,15.26 kmpl,1150 CC,74.9 bhp,5.0,,0.99
1728,Honda City 1.5 V AT,"Philadelphia, PA",2011,78256,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,4.15
1729,Nissan Sunny XL,"San Diego, CA",2016,90000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,5.0,,6.2
1730,Maruti Swift Dzire VXI,"Philadelphia, PA",2016,18000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,4.4
1731,Ford Figo Diesel Titanium,"New York, NY",2012,60000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.1
1732,Fiat Grande Punto 1.3 Emotion (Diesel),"San Diego, CA",2011,130000,Diesel,Manual,First,20.3 kmpl,1248 CC,75 bhp,5.0,,2.2
1733,Hyundai Elite i20 Petrol Asta,"San Diego, CA",2018,32851,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,8.34
1734,Maruti Swift Dzire VDI,"Phoenix, AZ",2014,32000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.35
1735,Ford Ecosport 1.5 DV5 MT Titanium,"New York, NY",2014,62700,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.8
1736,Maruti Swift Dzire VDi,"Chicago, IL",2010,71000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.3
1737,Hyundai Grand i10 Sportz,"Los Angeles, CA",2016,19947,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.04
1738,Ford Endeavour 3.0L 4X4 AT,"Philadelphia, PA",2012,91000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,,9.2
1739,Volkswagen Polo Diesel Highline 1.2L,"Phoenix, AZ",2014,74000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,5.7
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,"Dallas, TX",2018,55594,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,,8.48
1741,BMW X6 xDrive 40d,"Chicago, IL",2013,58000,Diesel,Automatic,First,11.2 kmpl,2993 CC,306 bhp,4.0,,48.0
1742,Renault Duster 110PS Diesel RxZ,"San Antonio, TX",2012,110224,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,6.1
1743,Maruti Wagon R LXI,"San Diego, CA",2010,21002,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5576.47 USD,2.75
1744,Maruti Ertiga SHVS VDI,"Phoenix, AZ",2017,121000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.0
1745,Maruti Alto LXi BSIII,"Philadelphia, PA",2010,73513,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.85
1746,Maruti Wagon R AMT VXI Option,"Philadelphia, PA",2015,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,3.85
1747,Maruti Eeco 7 Seater Standard,"San Antonio, TX",2017,28371,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,5858.82 USD,4.74
1748,Renault Duster 110PS Diesel RxL,"San Diego, CA",2013,74755,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,,5.63
1749,Maruti Zen Estilo 1.1 LX BSIII,"San Antonio, TX",2011,25805,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,,2.62
1750,Renault Duster Petrol RxL,"Philadelphia, PA",2015,82603,Petrol,Manual,First,13.06 kmpl,1598 CC,102.53 bhp,5.0,,4.9
1751,Honda Civic 2006-2010 1.8 S MT,"Los Angeles, CA",2006,110000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,2.65
1752,Mahindra XUV500 W8 2WD,"San Diego, CA",2012,88000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,5.99
1753,Mahindra Verito 1.5 D6 BSIV,"San Jose, CA",2011,110000,Diesel,Manual,Second,21.0 kmpl,1461 CC,64.1 bhp,5.0,,2.4
1754,Renault KWID Climber 1.0 MT,"Los Angeles, CA",2017,15000,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,5858.82 USD,4.25
1755,Porsche Cayenne Diesel,"Los Angeles, CA",2013,70000,Diesel,Automatic,First,15.15 kmpl,2967 CC,240 bhp,5.0,,40.0
1756,Maruti Swift DDiS VDI,"San Diego, CA",2008,150000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5.0,,2.7
1757,Datsun GO T Option,"Chicago, IL",2016,19000,Petrol,Manual,First,20.63 kmpl,1198 CC,67 bhp,5.0,,2.99
1758,Hyundai i20 1.2 Magna,"Chicago, IL",2011,37442,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.4
1759,BMW 5 Series 2013-2017 520d Luxury Line,"Los Angeles, CA",2016,63111,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,,30.8
1760,Maruti Ertiga ZDI,"San Antonio, TX",2012,88000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,5.85
1761,Hyundai Grand i10 Magna,"New York, NY",2014,42355,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.0
1762,BMW 3 Series 330i,"San Antonio, TX",2011,75871,Petrol,Automatic,First,9.43 kmpl,2996 CC,254 bhp,5.0,,14.12
1763,Chevrolet Cruze LTZ,"San Jose, CA",2011,65000,Diesel,Manual,First,17.9 kmpl,1998 CC,163.7 bhp,5.0,,4.55
1764,Mercedes-Benz M-Class ML 350 4Matic,"Philadelphia, PA",2015,69000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,38.0
1765,Maruti Ritz LDi,"San Jose, CA",2011,79232,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,2.9
1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,"San Jose, CA",2007,220000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5.0,,6.0
1767,Hyundai i20 1.2 Magna Executive,"Dallas, TX",2016,28470,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.95
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,"Los Angeles, CA",2014,9759,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,,2.75
1769,Maruti Swift VDI,"Los Angeles, CA",2014,75216,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,5.1
1770,Hyundai i20 Sportz 1.2,"San Antonio, TX",2017,8000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.75
1771,Maruti Ritz ZXi,"San Antonio, TX",2014,59451,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3.69
1772,Maruti Swift VDI,"Houston, TX",2013,53996,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,5.45
1773,Honda WRV i-VTEC VX,"Houston, TX",2018,15135,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5.0,12435.29 USD,9.29
1774,Hyundai Xcent 1.2 Kappa AT S Option,"New York, NY",2015,53000,Petrol,Automatic,Second,16.9 kmpl,1197 CC,81.86 bhp,5.0,,4.0
1775,Honda Amaze E i-Vtech,"Houston, TX",2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,2.9
1776,Hyundai Verna 1.6 SX VTVT (O),"San Diego, CA",2013,21107,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,5.25
1777,Honda City V MT,"Phoenix, AZ",2014,56000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,5.75
1778,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,"San Jose, CA",2017,19623,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,13.12
1779,Mahindra XUV500 W8 2WD,"San Diego, CA",2014,70963,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.83
1780,Maruti Wagon R LXI CNG,"Dallas, TX",2013,25755,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5.0,,3.15
1781,Toyota Innova 2.5 V Diesel 7-seater,"Phoenix, AZ",2013,51450,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,10.4
1782,Maruti Swift VDI,"Phoenix, AZ",2012,75000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.35
1783,Maruti Wagon R VXI AMT,"San Jose, CA",2017,37832,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,7447.06 USD,5.23
1784,Hyundai Grand i10 1.2 Kappa Asta,"Los Angeles, CA",2016,43041,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,9529.41 USD,6.01
1785,Honda Amaze VX i-DTEC,"Dallas, TX",2014,97236,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.4
1786,BMW 3 Series 320d Highline,"Philadelphia, PA",2010,83000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,12.75
1787,Ford Figo Petrol Titanium,"Chicago, IL",2011,65000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,2.4
1788,Volkswagen Ameo 1.2 MPI Trendline,"San Diego, CA",2018,46007,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,,5.71
1789,Ford Ecosport 1.5 DV5 MT Trend,"Los Angeles, CA",2015,65925,Diesel,Manual,Second,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.49
1790,Honda City 1.3 EXI,"Phoenix, AZ",2004,73500,Petrol,Manual,Second,13.0 kmpl,1343 CC,90 bhp,5.0,,1.3
1791,Mahindra XUV500 W6 2WD,"Dallas, TX",2014,55000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,8.5
1792,Toyota Fortuner 4x2 Manual,"Houston, TX",2012,115000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,12.99
1793,Hyundai Grand i10 1.2 Kappa Magna,"San Diego, CA",2017,31184,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7529.41 USD,5.0
1794,Maruti Dzire AMT ZDI Plus,"Chicago, IL",2017,41747,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,13247.06 USD,9.0
1795,Maruti Swift VDI,"San Diego, CA",2016,38143,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,5.22
1796,Volkswagen Polo Petrol Highline 1.2L,"Philadelphia, PA",2012,19030,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.8
1797,Toyota Etios Liva 1.2 VX Dual Tone,"New York, NY",2019,20877,Petrol,Manual,First,18.16 kmpl,1197 CC,78.9 bhp,5.0,8929.41 USD,7.27
1798,Maruti Swift VXI,"San Antonio, TX",2016,23555,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,8235.29 USD,5.1
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,"Chicago, IL",2013,29000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,29.0
1800,Maruti Wagon R VXI,"Phoenix, AZ",2013,61000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.9
1801,Tata Nano Lx BSIV,"Phoenix, AZ",2012,4187,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4.0,,1.38
1802,Skoda Laura 1.8 TSI Ambiente,"Phoenix, AZ",2011,46000,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5.0,,5.5
1803,Volkswagen Polo GT TSI,"Los Angeles, CA",2016,28000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,13247.06 USD,7.25
1804,Hyundai Verna 1.6 SX,"Dallas, TX",2014,83558,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.98
1805,Tata Bolt Quadrajet XE,"Philadelphia, PA",2017,40000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8741.18 USD,5.25
1806,Hyundai EON D Lite Plus,"Chicago, IL",2013,36000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,1.95
1807,Audi A4 2.0 TDI 177 Bhp Premium Plus,"Chicago, IL",2014,21000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,24.5
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,"Philadelphia, PA",2013,62162,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,,8.31
1809,Mercedes-Benz M-Class ML 350 CDI,"Philadelphia, PA",2012,83000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5.0,,36.0
1810,Hyundai Xcent 1.1 CRDi S,"Los Angeles, CA",2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,5.5
1811,Honda Accord 2.4 AT,"San Antonio, TX",2011,62332,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,5.89
1812,Volkswagen Vento 1.5 TDI Highline,"San Antonio, TX",2016,50867,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,7.95
1813,Hyundai i20 Sportz Petrol,"Dallas, TX",2010,73000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.75
1814,Hyundai Elantra CRDi SX,"Dallas, TX",2012,98008,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,,6.25
1815,Ford Figo Diesel Titanium,"Philadelphia, PA",2015,36000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,4.95
1816,Hyundai i20 1.2 Magna Executive,"San Jose, CA",2019,27339,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.27
1817,Hyundai Verna 1.6 CRDi SX,"San Antonio, TX",2017,25000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,8.65
1818,Hyundai Grand i10 Asta,"Phoenix, AZ",2014,37000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.5
1819,Audi Q5 2.0 TDI,"Dallas, TX",2015,56000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,35.0
1820,Maruti Swift Dzire ZXi,"Los Angeles, CA",2015,27000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,4.45
1821,Hyundai i20 Magna,"Dallas, TX",2012,37000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,2.65
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,"Phoenix, AZ",2017,10500,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5.0,,4.7
1823,Hyundai Elantra 1.6 SX Option AT,"Chicago, IL",2014,49000,Diesel,Automatic,First,18.23 kmpl,1582 CC,126.2 bhp,5.0,26388.24 USD,8.9
1824,Jeep Compass 2.0 Limited Option Black,"San Diego, CA",2017,7000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,28258.82 USD,17.45
1825,Maruti Vitara Brezza VDi Option,"Chicago, IL",2017,71256,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,9.58
1826,Toyota Corolla Altis 1.8 GL,"Phoenix, AZ",2012,83184,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,25517.65 USD,6.22
1827,Mahindra XUV500 W8 2WD,"Houston, TX",2013,87284,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.8
1828,BMW X1 xDrive 20d xLine,"Dallas, TX",2016,7000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,,27.75
1829,Hyundai i20 Magna 1.4 CRDi,"Phoenix, AZ",2015,29000,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.0
1830,Mercedes-Benz GLE 350d,"Chicago, IL",2017,33552,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,111917.65 USD,64.87
1831,Chevrolet Cruze LTZ,"Dallas, TX",2013,64000,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,5.0,,6.5
1832,Hyundai i20 1.2 Magna,"New York, NY",2011,82000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,2.7
1833,Honda Brio S MT,"San Jose, CA",2012,70000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2.5
1834,Nissan Evalia 2013 XL,"San Jose, CA",2013,166194,Diesel,Manual,First,19.3 kmpl,1461 CC,84.8 bhp,7.0,,3.9
1835,Volkswagen Polo Petrol Trendline 1.2L,"Dallas, TX",2015,58000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.95
1836,Hyundai i10 Sportz 1.2,"San Jose, CA",2010,77000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.1
1837,Chevrolet Cruze LTZ AT,"Dallas, TX",2009,73204,Diesel,Automatic,Third,18.1 kmpl,1991 CC,147.9 bhp,4.0,,3.5
1838,Hyundai i10 Era,"San Diego, CA",2007,70000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.0
1839,Maruti Ertiga VDI,"San Antonio, TX",2014,79870,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,5.35
1840,Honda Amaze S i-Dtech,"New York, NY",2013,90000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.8
1841,Mercedes-Benz A Class A180 Sport,"San Jose, CA",2016,17000,Petrol,Automatic,First,15.5 kmpl,1595 CC,122 bhp,5.0,40741.18 USD,17.25
1842,Hyundai Grand i10 1.2 Kappa Magna,"Phoenix, AZ",2018,46493,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7435.29 USD,5.53
1843,Hyundai i10 Sportz 1.2,"Los Angeles, CA",2009,68000,Petrol,Manual,Third,20.36 kmpl,1197 CC,78.9 bhp,5.0,,1.95
1844,Maruti Swift DDiS ZDI Plus,"New York, NY",2017,2000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,8.2
1845,Honda City 1.3 EXI,"Chicago, IL",1999,140000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5.0,,0.9
1846,Toyota Innova 2.5 GX (Diesel) 7 Seater,"San Diego, CA",2013,255000,Diesel,Manual,Third,12.99 kmpl,2494 CC,100.6 bhp,7.0,,6.5
1847,Mini Cooper Countryman D High,"San Antonio, TX",2014,45535,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5.0,,19.41
1848,Fiat Linea T-Jet Active,"San Diego, CA",2016,39228,Petrol,Manual,First,15.7 kmpl,1368 CC,112.4 bhp,5.0,,6.58
1849,Chevrolet Aveo 1.4 LT,"Los Angeles, CA",2011,57000,Petrol,Manual,Second,14.49 kmpl,1399 CC,92.7 bhp,5.0,,2.1
1850,Hyundai i10 Era 1.1,"Los Angeles, CA",2008,85445,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.0
1851,Hyundai Xcent 1.1 CRDi Base,"Chicago, IL",2015,54000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3.7
1852,Maruti Celerio VXI AT,"Chicago, IL",2014,53000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.8
1853,Hyundai i10 Sportz,"Dallas, TX",2014,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.25
1854,Renault Duster 85PS Diesel RxL,"Dallas, TX",2015,65668,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.53
1855,BMW 3 Series 320d,"Chicago, IL",2011,100000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,50952.94 USD,10.9
1856,Hyundai Grand i10 Sportz,"Phoenix, AZ",2018,1800,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.1
1857,Hyundai Santro DX,"Dallas, TX",2007,96000,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5.0,,2.2
1858,Chevrolet Spark 1.0 LS,"New York, NY",2009,44200,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5.0,,1.6
1859,Honda City i VTEC VX Option,"New York, NY",2018,14000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,11.25
1860,Volkswagen Vento Diesel Highline,"Los Angeles, CA",2013,720000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.9
1861,Toyota Fortuner 4x2 4 Speed AT,"San Jose, CA",2012,73000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,,14.4
1862,Honda City 1.5 S MT,"Phoenix, AZ",2011,68000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.6
1863,BMW 5 Series 2013-2017 520d Luxury Line,"San Antonio, TX",2017,19543,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,40.5
1864,Audi Q5 30 TDI quattro Premium Plus,"Chicago, IL",2014,38000,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5.0,,38.95
